GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_INT,VISIT_AREA_NM,VISIT_AREA_TYPE_CD,DGSTFN,VISIT_AREA_NM_CODE
0,20.0,1.0,1.0,1.0,3.0,5.0,6.0,1.0,7.0,3.0,1.0,22,사계해변,1,5.0,4021
0,20.0,2.0,1.0,2.0,4.0,4.0,3.0,6.0,7.0,1.0,1.0,21,도두동무지개해안도로,7,5.0,2331
1,40.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,5.0,2.0,1.0,28,관음사,1,5.0,915
1,50.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,7.0,6.0,0.0,24,한라산둘레길 사려니숲길,1,5.0,9415
0,20.0,6.0,1.0,4.0,2.0,4.0,4.0,5.0,6.0,9.0,1.0,22,금오름,1,5.0,1385
0,30.0,2.0,3.0,3.0,2.0,2.0,6.0,2.0,6.0,1.0,2.0,26,국립제주박물관,2,4.0,1180
0,20.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,6.0,3.0,1.0,22,용두암,1,4.0,6587
1,30.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,0.0,24,서귀포매일올레시장,4,4.0,4333
0,50.0,3.0,4.0,1.0,4.0,4.0,2.0,4.0,7.0,7.0,0.0,3,4.3 항몽 유적지및 기념비,2,5.0,36
0,50.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,1,용머리해안,1,5.0,6596
1,50.0,4.0,1.0,3.0,1.0,1.0,4.0,6.0,1.0,6.0,1.0,28,삼천포용궁수산시장,4,4.0,4203
0,20.0,2.0,1.0,2.0,6.0,4.0,2.0,6.0,5.0,1.0,0.0,28,협재해수욕장,1,3.0,9734
0,20.0,6.0,1.0,2.0,3.0,1.0,6.0,1.0,7.0,2.0,1.0,1,어영공원,1,5.0,5880
0,20.0,2.0,2.0,1.0,3.0,7.0,1.0,6.0,7.0,3.0,1.0,5,시화방조제,5,5.0,5327
1,20.0,6.0,1.0,2.0,3.0,5.0,6.0,3.0,6.0,3.0,1.0,5,제주동문재래시장,4,5.0,7811
0,30.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,6.0,8.0,3.0,26,용지못,1,4.0,6641
1,30.0,4.0,2.0,3.0,3.0,4.0,5.0,2.0,4.0,3.0,1.0,2,한담해안산책로,7,2.0,9389
0,20.0,1.0,3.0,2.0,1.0,1.0,4.0,7.0,7.0,2.0,1.0,22,금능해수욕장,1,3.0,1358
1,50.0,1.0,1.0,3.0,7.0,2.0,2.0,2.0,4.0,6.0,0.0,1,제주월드컵경기장,5,3.0,7875
0,20.0,1.0,1.0,2.0,4.0,4.0,2.0,7.0,6.0,2.0,1.0,22,어음리억새군락지,1,5.0,5886
1,30.0,5.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,22,이호테우등대,1,3.0,7268
1,50.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,6,아르떼뮤지엄 여수,3,4.0,5566
0,30.0,2.0,1.0,6.0,1.0,4.0,4.0,5.0,6.0,3.0,2.0,1,애월카페거리,4,5.0,5794
1,30.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,6.0,5.0,2.0,23,함덕해수욕장,1,5.0,9519
1,20.0,1.0,1.0,1.0,4.0,6.0,4.0,6.0,3.0,2.0,1.0,6,서귀포매일올레시장,4,4.0,4333
0,20.0,2.0,3.0,1.0,7.0,7.0,4.0,6.0,3.0,7.0,0.0,3,우도,1,5.0,6657
1,30.0,3.0,2.0,6.0,6.0,2.0,6.0,2.0,2.0,9.0,1.0,7,여수해상케이블카,6,4.0,6040
0,20.0,4.0,2.0,5.0,3.0,3.0,6.0,3.0,7.0,1.0,2.0,5,아르떼뮤지엄 제주,3,5.0,5567
0,30.0,4.0,2.0,2.0,2.0,6.0,5.0,2.0,7.0,3.0,5.0,2,스누피가든,6,4.0,5223
0,30.0,2.0,4.0,1.0,4.0,7.0,2.0,2.0,4.0,3.0,3.0,5,오조리레저파크,5,4.0,6363
0,30.0,1.0,1.0,1.0,3.0,7.0,4.0,1.0,4.0,7.0,1.0,22,화리,5,5.0,9881
1,30.0,1.0,1.0,7.0,4.0,7.0,1.0,1.0,7.0,1.0,0.0,3,용머리해안,1,2.0,6596
0,20.0,1.0,4.0,3.0,4.0,5.0,3.0,5.0,7.0,1.0,1.0,22,스누피가든,3,5.0,5223
0,20.0,5.0,1.0,2.0,3.0,4.0,4.0,3.0,5.0,2.0,7.0,2,한담해안산책로,7,4.0,9389
0,20.0,3.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,21,사계해변,1,5.0,4021
0,20.0,1.0,4.0,1.0,5.0,2.0,2.0,3.0,6.0,3.0,1.0,2,오늘은녹차한잔,1,4.0,6267
0,50.0,3.0,3.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,0.0,21,성산일출봉,1,5.0,4693
1,20.0,4.0,1.0,1.0,6.0,6.0,7.0,2.0,7.0,7.0,0.0,26,곽지해수욕장,1,5.0,893
0,20.0,2.0,2.0,1.0,4.0,6.0,2.0,2.0,7.0,2.0,0.0,21,올레길 17코스(광령-제주원도심 올레),7,5.0,6457
0,20.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,6.0,0.0,10,한담해변,1,4.0,9388
0,30.0,2.0,4.0,4.0,2.0,1.0,3.0,5.0,2.0,2.0,0.0,6,애월카페거리,4,3.0,5794
0,50.0,2.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,1.0,2.0,22,카멜리아힐,1,4.0,8669
0,40.0,6.0,2.0,5.0,2.0,2.0,4.0,6.0,2.0,1.0,2.0,1,서귀포매일올레시장,4,4.0,4333
0,30.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,6.0,2.0,8.0,21,제주관광공사 지정면세점,4,4.0,7787
1,40.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,23,송악산둘레길,7,5.0,4997
0,30.0,5.0,1.0,1.0,1.0,6.0,6.0,6.0,7.0,2.0,0.0,22,송악산둘레길,7,5.0,4997
0,20.0,3.0,2.0,3.0,4.0,3.0,5.0,6.0,5.0,2.0,1.0,26,제주동문재래시장,4,3.0,7811
0,20.0,1.0,1.0,1.0,1.0,6.0,5.0,7.0,3.0,1.0,1.0,22,용머리해안,1,5.0,6596
1,50.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,24,금능 해수욕장,1,3.0,1354
0,40.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,3.0,11,브릭캠퍼스 제주,6,4.0,3930
0,20.0,1.0,1.0,1.0,3.0,1.0,7.0,5.0,7.0,1.0,5.0,21,섭지코지,2,5.0,4667
0,30.0,5.0,2.0,2.0,2.0,4.0,3.0,1.0,7.0,1.0,0.0,6,제주동문재래시장,4,5.0,7811
0,20.0,4.0,6.0,6.0,5.0,3.0,2.0,6.0,3.0,3.0,3.0,28,우도봉 입구,7,5.0,6666
1,30.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,1.0,2.0,6,노형수퍼마켙,3,3.0,1809
1,20.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,0.0,4,아르떼뮤지엄 제주,3,5.0,5567
0,20.0,1.0,1.0,4.0,3.0,4.0,4.0,5.0,7.0,4.0,0.0,2,북촌황해장성,1,5.0,3888
0,40.0,1.0,7.0,4.0,5.0,5.0,1.0,6.0,2.0,3.0,1.0,6,노형수산시장,4,4.0,1808
0,20.0,5.0,1.0,4.0,1.0,5.0,5.0,6.0,1.0,2.0,1.0,1,우도봉 입구,1,5.0,6666
1,30.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,6.0,3.0,3.0,2,설리스카이워크,7,2.0,4626
0,20.0,4.0,2.0,1.0,2.0,4.0,2.0,7.0,7.0,2.0,0.0,22,바이제주,4,5.0,3438
1,40.0,4.0,2.0,2.0,1.0,6.0,7.0,6.0,3.0,9.0,9.0,2,브릭캠퍼스 제주,3,5.0,3930
0,30.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,28,금오름,1,3.0,1385
1,30.0,4.0,7.0,5.0,4.0,2.0,3.0,7.0,2.0,1.0,1.0,28,사계해변,1,4.0,4021
0,40.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,4.0,9.0,5.0,24,서귀포향토오일시장,4,3.0,4350
1,30.0,6.0,2.0,2.0,3.0,3.0,6.0,3.0,6.0,1.0,1.0,22,제주동문시장,4,4.0,7809
0,20.0,1.0,1.0,1.0,1.0,7.0,5.0,2.0,7.0,3.0,1.0,23,롯데마트 여수점,4,5.0,2739
1,20.0,7.0,3.0,1.0,3.0,1.0,1.0,7.0,7.0,3.0,1.0,11,함덕해수욕장,1,4.0,9519
0,40.0,2.0,2.0,6.0,3.0,4.0,3.0,2.0,2.0,8.0,0.0,11,에이바우트커피 함덕해수욕장점,4,5.0,5942
0,20.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,1.0,22,산굼부리,1,5.0,4085
0,20.0,1.0,6.0,2.0,7.0,1.0,2.0,7.0,1.0,2.0,0.0,12,귤귤스토어,4,4.0,1283
0,30.0,4.0,2.0,3.0,6.0,2.0,2.0,6.0,7.0,2.0,1.0,2,오늘은녹차한잔,1,5.0,6267
1,30.0,3.0,4.0,3.0,4.0,5.0,4.0,6.0,5.0,9.0,3.0,2,서귀포매일올레시장,4,4.0,4333
1,50.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,7.0,6.0,0.0,24,협재해수욕장,1,5.0,9734
1,40.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3,송악산둘레길,7,5.0,4997
0,30.0,2.0,4.0,1.0,2.0,4.0,2.0,7.0,6.0,7.0,1.0,2,제주동문재래시장,4,3.0,7811
0,30.0,1.0,1.0,1.0,7.0,4.0,4.0,6.0,2.0,3.0,1.0,1,사계해변,1,5.0,4021
0,30.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,5.0,1.0,1.0,28,산방산,1,4.0,4097
1,30.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,7.0,2.0,0.0,21,올레길 14-1코스(저지-서광 올레),7,5.0,6451
1,50.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,6.0,2.0,3.0,4,태종대유원지,1,5.0,8875
0,20.0,4.0,2.0,1.0,2.0,4.0,2.0,7.0,7.0,2.0,0.0,22,한담공원,1,5.0,9386
1,40.0,1.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,1.0,0.0,5,차귀도달래배낚시,5,4.0,8222
0,30.0,7.0,1.0,1.0,2.0,4.0,5.0,6.0,3.0,2.0,2.0,23,중문대포주상절리대,1,4.0,8051
1,40.0,1.0,2.0,4.0,2.0,2.0,5.0,1.0,6.0,1.0,0.0,8,서귀포자연휴양림,1,4.0,4338
1,30.0,2.0,6.0,3.0,3.0,2.0,3.0,5.0,6.0,7.0,1.0,2,사계해변,1,4.0,4021
0,30.0,4.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,4.0,1.0,6,노형수퍼마켙,3,5.0,1809
1,20.0,3.0,3.0,2.0,4.0,2.0,2.0,6.0,3.0,1.0,0.0,6,제주동문시장,4,3.0,7809
0,30.0,2.0,2.0,1.0,3.0,2.0,2.0,6.0,2.0,1.0,1.0,6,독도박물관,2,3.0,2370
0,40.0,1.0,1.0,7.0,2.0,1.0,1.0,7.0,1.0,4.0,0.0,3,항파두리 항몽유적지,2,5.0,9556
1,20.0,2.0,2.0,2.0,3.0,6.0,2.0,2.0,6.0,1.0,0.0,27,제주칠성로,7,5.0,7887
0,20.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,5.0,6.0,8.0,2,액티브파크,5,4.0,5802
0,30.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,28,성산일출봉,1,4.0,4693
0,20.0,5.0,2.0,3.0,5.0,5.0,6.0,2.0,4.0,1.0,1.0,22,창꼼,1,4.0,8233
0,20.0,4.0,2.0,2.0,3.0,4.0,5.0,2.0,7.0,3.0,1.0,26,세화해변,1,5.0,4796
0,20.0,2.0,1.0,6.0,2.0,5.0,3.0,6.0,3.0,1.0,0.0,28,우도,1,5.0,6657
0,30.0,4.0,5.0,4.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,23,목포어린이바다과학관,3,5.0,3142
0,20.0,4.0,6.0,6.0,5.0,3.0,2.0,6.0,3.0,3.0,3.0,28,따라비오름,1,5.0,2626
1,20.0,2.0,2.0,6.0,6.0,1.0,1.0,4.0,6.0,7.0,1.0,24,표선해수욕장,1,5.0,9164
0,20.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,9.0,3.0,1,중문대포주상절리대,1,3.0,8051
0,40.0,5.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,6,수목원길야시장,4,2.0,5050
0,50.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,7.0,3.0,4.0,21,우도봉 입구,1,5.0,6666
1,30.0,2.0,2.0,2.0,2.0,3.0,6.0,6.0,2.0,1.0,1.0,23,성산일출봉,1,5.0,4693
0,40.0,7.0,5.0,7.0,5.0,4.0,7.0,5.0,1.0,1.0,1.0,21,김녕해수욕장,1,4.0,1448
0,30.0,2.0,2.0,2.0,6.0,5.0,3.0,3.0,6.0,7.0,0.0,28,제주동문시장,4,3.0,7809
0,20.0,1.0,3.0,2.0,6.0,7.0,6.0,6.0,6.0,3.0,1.0,22,만장굴,1,4.0,2953
1,20.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,7.0,2.0,0.0,1,CGV 제주,3,4.0,100
0,30.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,7.0,3.0,1.0,22,곽지해수욕장,1,4.0,893
0,30.0,1.0,2.0,1.0,3.0,2.0,2.0,6.0,6.0,1.0,3.0,2,휴애리자연생활공원,1,5.0,10066
0,30.0,3.0,4.0,2.0,4.0,6.0,4.0,3.0,6.0,1.0,1.0,9,상족암군립공원,1,4.0,4251
1,30.0,2.0,2.0,2.0,1.0,5.0,5.0,7.0,1.0,2.0,1.0,23,제주동문재래시장,4,5.0,7811
1,20.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,6.0,1.0,1.0,5,제주레포츠랜드,5,5.0,7816
0,30.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,1.0,1.0,11,소길별하,8,5.0,4811
1,30.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2,제주항공우주박물관,2,4.0,7906
0,50.0,2.0,2.0,2.0,3.0,2.0,7.0,2.0,7.0,6.0,1.0,27,송산공룡알화석지,2,5.0,4989
1,20.0,1.0,1.0,1.0,1.0,4.0,1.0,7.0,7.0,2.0,2.0,21,이호테우해수욕장,1,5.0,7270
1,20.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,3.0,1.0,1,제주동문재래시장,4,4.0,7811
1,20.0,2.0,2.0,1.0,3.0,6.0,6.0,2.0,6.0,9.0,3.0,5,바이제주,4,5.0,3438
1,30.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,0.0,22,인천차이나타운,4,4.0,7367
1,20.0,2.0,2.0,6.0,6.0,2.0,2.0,3.0,1.0,1.0,0.0,5,바이크제주,5,5.0,3440
1,50.0,1.0,1.0,3.0,7.0,2.0,2.0,2.0,4.0,6.0,0.0,1,제주중문관광단지,1,3.0,7880
1,30.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,2,올레길 15-A코스(한림-고내 올레),7,5.0,6453
1,50.0,2.0,6.0,2.0,6.0,2.0,6.0,6.0,2.0,9.0,1.0,3,서광동리곶자왈생태탐방로,7,5.0,4317
1,60.0,2.0,2.0,4.0,2.0,6.0,6.0,4.0,7.0,2.0,1.0,23,금오름,1,5.0,1385
0,40.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,22,공곶이,1,5.0,833
0,20.0,6.0,2.0,2.0,2.0,3.0,6.0,7.0,7.0,3.0,2.0,24,드라이브 길 정자,7,3.0,2576
1,30.0,3.0,2.0,1.0,2.0,4.0,6.0,3.0,6.0,3.0,2.0,5,용머리해안,1,5.0,6596
0,20.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,28,이호테우해수욕장,1,5.0,7270
0,20.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,5.0,2.0,1.0,10,새연교,2,4.0,4285
0,30.0,2.0,7.0,4.0,7.0,7.0,4.0,6.0,3.0,7.0,0.0,5,함덕해수욕장,1,4.0,9519
0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,8,유동노을 전망대,1,3.0,6964
0,30.0,2.0,2.0,4.0,3.0,3.0,5.0,6.0,6.0,3.0,1.0,1,메이즈랜드,6,4.0,3033
1,30.0,4.0,3.0,2.0,3.0,5.0,4.0,1.0,3.0,1.0,0.0,28,올레길 18코스(제주원도심-조천 올레),7,2.0,6458
1,30.0,5.0,3.0,2.0,3.0,6.0,5.0,2.0,4.0,1.0,3.0,5,안면도자연휴양림,1,4.0,5709
0,30.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,7.0,1.0,2.0,21,서우봉 산책로,7,4.0,4404
0,30.0,3.0,4.0,2.0,4.0,6.0,4.0,3.0,6.0,1.0,1.0,9,돌창고,3,4.0,2401
0,20.0,3.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,21,이호테우해수욕장,1,5.0,7270
0,30.0,2.0,2.0,1.0,3.0,6.0,2.0,5.0,6.0,2.0,2.0,21,광치기해변,1,4.0,986
0,30.0,4.0,2.0,1.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,1,아침미소목장,1,3.0,5630
1,20.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,7.0,1.0,0.0,4,서귀포매일올레시장,4,4.0,4333
0,20.0,5.0,2.0,2.0,4.0,3.0,2.0,6.0,3.0,2.0,0.0,2,수목원테마파크,6,5.0,5052
0,20.0,1.0,1.0,1.0,3.0,1.0,6.0,4.0,7.0,3.0,3.0,22,성산포항,1,4.0,4699
0,40.0,3.0,2.0,2.0,3.0,6.0,6.0,2.0,7.0,7.0,1.0,23,곽지해수욕장,1,2.0,893
0,20.0,4.0,1.0,3.0,5.0,6.0,4.0,6.0,6.0,5.0,1.0,22,세화해변,1,5.0,4796
0,40.0,3.0,4.0,2.0,3.0,5.0,6.0,4.0,4.0,2.0,3.0,2,아쿠아플라넷 여수,6,4.0,5636
0,30.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,7.0,2.0,0.0,1,해녀박물관,2,5.0,9566
0,20.0,2.0,2.0,2.0,4.0,5.0,3.0,2.0,6.0,1.0,1.0,22,문도지오름,1,4.0,3269
0,20.0,4.0,1.0,2.0,6.0,4.0,4.0,5.0,1.0,3.0,1.0,9,제주조천스위스마을,7,3.0,7879
0,20.0,2.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,2.0,1.0,22,애월해안도로,7,4.0,5796
0,20.0,5.0,2.0,6.0,4.0,5.0,5.0,4.0,5.0,9.0,3.0,10,광치기해변,1,4.0,986
0,40.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,21,따라비오름,1,5.0,2626
0,20.0,1.0,1.0,1.0,6.0,4.0,1.0,6.0,7.0,1.0,1.0,22,산방산탄산온천,6,4.0,4103
1,40.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,2.0,3.0,2,탑동광장,5,4.0,8818
1,40.0,2.0,2.0,6.0,7.0,5.0,6.0,7.0,2.0,3.0,6.0,2,통영 연꽃 공원,1,5.0,8942
0,20.0,4.0,2.0,4.0,2.0,4.0,3.0,6.0,5.0,1.0,1.0,8,김녕해수욕장,1,4.0,1448
0,20.0,3.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,21,제주카페거리,4,4.0,7890
0,20.0,3.0,1.0,3.0,4.0,3.0,2.0,5.0,6.0,1.0,0.0,21,제주동문시장,4,4.0,7809
1,30.0,5.0,6.0,3.0,5.0,6.0,2.0,3.0,6.0,2.0,0.0,23,제주특별자치도 민속자연사박물관,2,5.0,7894
1,40.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,6.0,2.0,3.0,24,추억의숲길,7,3.0,8556
1,30.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,21,함덕해수욕장,1,4.0,9519
0,30.0,6.0,2.0,1.0,3.0,5.0,5.0,6.0,5.0,2.0,3.0,23,이마트 신제주점,4,4.0,7136
1,50.0,1.0,6.0,3.0,1.0,2.0,6.0,3.0,4.0,1.0,0.0,3,원주민황가네,4,4.0,6829
0,30.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,7.0,2.0,2.0,24,오설록티뮤지엄,3,5.0,6327
0,20.0,1.0,1.0,3.0,5.0,3.0,5.0,1.0,3.0,2.0,4.0,5,용두암,1,4.0,6587
0,20.0,1.0,1.0,2.0,4.0,4.0,2.0,4.0,7.0,3.0,1.0,21,백약이오름,1,5.0,3554
0,30.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,6.0,3.0,1.0,22,호빗의집,1,5.0,9761
1,40.0,1.0,1.0,7.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,11,그리스신화박물관,2,3.0,1316
1,30.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,6.0,3.0,3.0,1,정방폭포,1,4.0,7700
0,20.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,4.0,8.0,2.0,1,보름왓메밀밭,1,5.0,3676
0,20.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,5.0,6.0,8.0,2,천제연폭포,1,5.0,8336
0,20.0,2.0,2.0,2.0,4.0,5.0,3.0,2.0,6.0,1.0,1.0,22,금오름,1,5.0,1385
0,40.0,6.0,2.0,2.0,2.0,2.0,5.0,6.0,3.0,2.0,4.0,2,신화테마파크,6,3.0,5465
1,50.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,7.0,3.0,19.0,2,향일암,2,3.0,9664
1,60.0,2.0,2.0,4.0,2.0,6.0,6.0,4.0,7.0,2.0,1.0,23,평대리해수욕장,1,4.0,9077
0,20.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,0.0,21,애월해안도로,7,5.0,5796
1,30.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,3.0,1.0,2,카멜리아힐,1,5.0,8669
0,30.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,6.0,1.0,2.0,2,금오름,1,4.0,1385
0,20.0,3.0,1.0,1.0,4.0,6.0,3.0,3.0,6.0,3.0,1.0,1,산물관광농원,2,5.0,4094
1,20.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,2.0,1.0,23,이마트 신제주점,4,4.0,7136
1,60.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,7.0,10.0,5.0,2,신화테마파크,6,4.0,5465
1,30.0,2.0,2.0,2.0,2.0,3.0,6.0,6.0,2.0,1.0,1.0,23,산굼부리,1,5.0,4085
0,40.0,2.0,7.0,3.0,1.0,1.0,7.0,7.0,7.0,1.0,4.0,4,보롬왓,1,1.0,3675
0,20.0,3.0,2.0,2.0,3.0,2.0,6.0,7.0,7.0,3.0,3.0,22,수산저수지,1,4.0,5063
1,20.0,5.0,5.0,2.0,4.0,3.0,2.0,3.0,2.0,10.0,0.0,6,관음사,2,5.0,915
0,30.0,5.0,3.0,1.0,2.0,4.0,4.0,5.0,6.0,1.0,4.0,2,용두암,1,4.0,6587
0,40.0,2.0,4.0,3.0,4.0,5.0,6.0,4.0,2.0,2.0,1.0,24,중문색달해수욕장,1,4.0,8053
0,20.0,5.0,2.0,1.0,3.0,6.0,5.0,6.0,6.0,1.0,1.0,6,산굼부리,2,5.0,4085
0,20.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,21,당오름,1,5.0,2000
1,40.0,4.0,1.0,7.0,3.0,1.0,2.0,1.0,6.0,10.0,0.0,27,강화자연사박물관,2,5.0,421
1,30.0,2.0,2.0,1.0,5.0,6.0,6.0,2.0,2.0,2.0,0.0,5,제주동문재래시장,4,5.0,7811
1,30.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,5.0,1.0,0.0,5,최남단 모슬포방어축제,8,5.0,8538
1,30.0,2.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,3.0,3.0,6,제주아트서커스,3,4.0,7869
0,30.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,7.0,1.0,5.0,2,도두동무지개해안도로,1,5.0,2331
0,30.0,3.0,2.0,5.0,3.0,3.0,4.0,5.0,5.0,6.0,1.0,28,섭지코지,1,4.0,4667
1,20.0,4.0,6.0,6.0,4.0,6.0,5.0,4.0,5.0,3.0,1.0,1,자구리문화예술공원,1,4.0,7428
0,20.0,4.0,1.0,1.0,6.0,5.0,3.0,5.0,2.0,2.0,1.0,11,제부도 해안산책로,7,4.0,7747
1,40.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,4.0,4.0,0.0,8,위미리,1,5.0,6932
0,40.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,1.0,2.0,27,협재해수욕장,1,5.0,9734
1,40.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,5.0,2.0,1.0,28,관음사,1,5.0,915
1,60.0,2.0,2.0,4.0,2.0,6.0,6.0,4.0,7.0,2.0,1.0,23,돌염전,1,4.0,2399
0,20.0,1.0,4.0,4.0,3.0,4.0,3.0,6.0,6.0,2.0,1.0,23,바람의언덕,1,5.0,3429
0,30.0,6.0,2.0,1.0,3.0,5.0,5.0,6.0,5.0,2.0,3.0,23,문화예술 공공수장고,3,5.0,3299
0,20.0,3.0,1.0,1.0,3.0,3.0,6.0,6.0,7.0,1.0,1.0,2,돌염전,1,5.0,2399
0,30.0,2.0,1.0,1.0,1.0,4.0,1.0,6.0,6.0,3.0,3.0,22,싱계물공원,1,5.0,5490
0,20.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,5.0,7.0,1.0,21,점보빌리지,6,3.0,7676
0,30.0,4.0,1.0,7.0,2.0,1.0,3.0,1.0,1.0,7.0,3.0,21,캐릭파크,6,5.0,8691
0,40.0,1.0,5.0,3.0,6.0,7.0,2.0,1.0,7.0,7.0,0.0,28,사량도,1,5.0,4036
0,30.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,24,굴업도해변,1,4.0,1259
0,30.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,9.0,1.0,23,오설록티뮤지엄,3,5.0,6327
1,30.0,6.0,4.0,4.0,6.0,3.0,5.0,3.0,2.0,1.0,3.0,1,탐라승마장,5,4.0,8815
0,40.0,3.0,1.0,2.0,4.0,3.0,4.0,3.0,4.0,1.0,0.0,3,외돌개,1,3.0,6557
0,20.0,6.0,1.0,7.0,2.0,4.0,5.0,2.0,6.0,3.0,1.0,23,서귀포칠십리시공원,1,5.0,4344
0,30.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,6.0,1.0,7.0,22,개오름,7,4.0,434
